SPAN	CHARACTER	START OFFSET	END OFFSET	CHAPTER #	PASSAGE #
me	Lydia	385485	385487	39	10
friends	Lydia	385497	385504	39	10
friends	Mrs. Forster	385497	385504	39	10
she	Mrs. Forster	385514	385517	39	10
Pen	Pen	385581	385584	39	10
herself	Pen	385607	385614	39	10
you	Elizabeth	385634	385637	39	10
you	Jane	385634	385637	39	10
we	Pen	385644	385646	39	10
we	Lydia	385644	385646	39	10
we	Kitty	385644	385646	39	10
We	Kitty	385652	385654	39	10
We	Lydia	385652	385654	39	10
We	Pen	385652	385654	39	10
Chamberlayne	Chamberlayne	385666	385678	39	10
woman	NON-CHARACTER	385682	385687	39	10
lady	NON-CHARACTER	385723	385727	39	10
Colonel	Colonel Forster	385777	385784	39	10
"Mrs.
Forster"	Mrs. Forster	385789	385801	39	10
Kitty	Kitty	385807	385812	39	10
me	Lydia	385817	385819	39	10
aunt	Mrs. Phillips	385831	385835	39	10
we	Lydia	385841	385843	39	10
we	Kitty	385841	385843	39	10
we	Pen	385841	385843	39	10
you	Jane	385888	385891	39	10
you	Elizabeth	385888	385891	39	10
he	Chamberlayne	385916	385918	39	10
Denny	Mr. Denny	385932	385937	39	10
Wickham	Mr. Wickham	385943	385950	39	10
Pratt	Pratt	385956	385961	39	10
men	officers	385992	385995	39	10
they	officers	386005	386009	39	10
they	Pratt	386005	386009	39	10
they	Mr. Wickham	386005	386009	39	10
they	Mr. Denny	386005	386009	39	10
him	Chamberlayne	386023	386026	39	10
I	Lydia	386051	386052	39	10
"Mrs.
Forster"	Mrs. Forster	386073	386085	39	10
I	Lydia	386087	386088	39	10
I	Lydia	386097	386098	39	10
men	Mr. Denny	386135	386138	39	10
men	Mr. Wickham	386135	386138	39	10
men	Pratt	386135	386138	39	10
men	officers	386135	386138	39	10
they	officers	386167	386171	39	10
they	Pratt	386167	386171	39	10
they	Mr. Wickham	386167	386171	39	10
they	Mr. Denny	386167	386171	39	10
all	Maria Lucas	384151	384154	39	10
party	Maria Lucas	384253	384258	39	10
we	Maria Lucas	384399	384401	39	10
us	Maria Lucas	384534	384536	39	10
you	Maria Lucas	384662	384665	39	10
you	Maria Lucas	384676	384679	39	10
you	Maria Lucas	384696	384699	39	10
you	Maria Lucas	384728	384731	39	10
you	Maria Lucas	384783	384786	39	10
you	Maria Lucas	384819	384822	39	10
you	Maria Lucas	385634	385637	39	10
Harriet	Harriet	385557	385564	39	10
Harringtons	Harriet	385532	385543	39	10
Harringtons	Pen	385532	385543	39	10
we	Mrs. Forster	385644	385646	39	10
We	Mrs. Forster	385652	385654	39	10
we	Mrs. Forster	385841	385843	39	10
Lydia	Lydia	386276	386281	39	17
Kitty	Kitty	386295	386300	39	17
companions	Jane	386347	386357	39	17
companions	Elizabeth	386347	386357	39	17
Elizabeth	Elizabeth	386384	386393	39	17
she	Elizabeth	386416	386419	39	17
Wickham	Mr. Wickham	386477	386484	39	17
Mrs. Bennet	Mrs. Bennet	386533	386544	39	17
Jane	Jane	386561	386565	39	17
Mr. Bennet	Mr. Bennet	386627	386637	39	17
Elizabeth	Elizabeth	386657	386666	39	17
I	Mr. Bennet	386670	386671	39	17
you	Elizabeth	386680	386683	39	17
Lizzy	Elizabeth	386699	386704	39	17
companions	Maria Lucas	386347	386357	39	17
party	Maria Lucas	386714	386719	39	17
party	Elizabeth	386714	386719	39	17
party	Jane	386714	386719	39	17
party	Mr. Bennet	386714	386719	39	17
party	Mary	386714	386719	39	17
party	Lydia	386714	386719	39	17
party	Kitty	386714	386719	39	17
party	Sir William Lucas	386714	386719	39	17
party	Lady Lucas	386714	386719	39	17
Lucases	Sir William Lucas	386769	386776	39	17
Lucases	Lady Lucas	386769	386776	39	17
Lucases	OTHER	386769	386776	39	17
Maria	Maria Lucas	386790	386795	39	17
them	Maria Lucas	386859	386863	39	17
them	Lady Lucas	386859	386863	39	17
them	Sir William Lucas	386859	386863	39	17
them	Kitty	386859	386863	39	17
them	Lydia	386859	386863	39	17
them	Mary	386859	386863	39	17
them	Mr. Bennet	386859	386863	39	17
them	Jane	386859	386863	39	17
them	Elizabeth	386859	386863	39	17
them	Mrs. Bennet	386859	386863	39	17
party	Mrs. Bennet	386714	386719	39	17
Lady Lucas	Lady Lucas	386865	386875	39	17
Maria	Maria Lucas	386893	386898	39	17
daughter	Charlotte Lucas	386944	386952	39	17
Mrs. Bennet	Mrs. Bennet	386954	386965	39	17
Jane	Jane	387049	387053	39	17
who	Jane	387055	387058	39	17
her	Mrs. Bennet	387078	387081	39	17
Lucases	Maria Lucas	387136	387143	39	17
Lydia	Lydia	387149	387154	39	17
person	OTHER	387196	387202	39	17
person	Maria Lucas	387196	387202	39	17
person	Mrs. Bennet	387196	387202	39	17
who	NON-CHARACTER	387270	387273	39	17
her	Lydia	387285	387288	39	17
Mary	Mary	387296	387300	39	17
she	Lydia	387308	387311	39	17
I	Lydia	387314	387315	39	17
you	Mary	387321	387324	39	17
us	Lydia	387339	387341	39	17
us	Kitty	387339	387341	39	17
we	Kitty	387347	387349	39	17
we	Lydia	387347	387349	39	17
we	Lydia	387367	387369	39	17
we	Kitty	387367	387369	39	17
Kitty	Kitty	387382	387387	39	17
I	Lydia	387392	387393	39	17
I	Lydia	387463	387464	39	17
Kitty	Kitty	387501	387506	39	17
we	Lydia	387535	387537	39	17
we	Kitty	387535	387537	39	17
I	Lydia	387557	387558	39	17
we	Kitty	387568	387570	39	17
we	Lydia	387568	387570	39	17
we	Kitty	387600	387602	39	17
we	Lydia	387600	387602	39	17
other	Jane	387615	387620	39	17
other	Elizabeth	387615	387620	39	17
other	Maria Lucas	387615	387620	39	17
you	Mary	387678	387681	39	17
we	Lydia	387699	387701	39	17
we	Kitty	387699	387701	39	17
you	Mary	387721	387724	39	17
we	Lydia	387744	387746	39	17
we	Kitty	387744	387746	39	17
I	Lydia	387774	387775	39	17
we	Lydia	387784	387786	39	17
we	Kitty	387784	387786	39	17
we	Maria Lucas	387784	387786	39	17
we	Elizabeth	387784	387786	39	17
we	Jane	387784	387786	39	17
I	Lydia	387825	387826	39	17
we	Lydia	387866	387868	39	17
we	Jane	387866	387868	39	17
we	Elizabeth	387866	387868	39	17
we	Maria Lucas	387866	387868	39	17
we	Kitty	387866	387868	39	17
we	Kitty	387901	387903	39	17
we	Maria Lucas	387901	387903	39	17
we	Elizabeth	387901	387903	39	17
we	Jane	387901	387903	39	17
we	Lydia	387901	387903	39	17
us	Lydia	387962	387964	39	17
us	Jane	387962	387964	39	17
us	Elizabeth	387962	387964	39	17
us	Maria Lucas	387962	387964	39	17
us	Kitty	387962	387964	39	17
them	OTHER	386859	386863	39	17
party	OTHER	386714	386719	39	17
Lucases	Lucas	386769	386776	39	17
party	Lucas	386714	386719	39	17
them	Lucas	386859	386863	39	17
Lucases	Lucas	387136	387143	39	17
Lucases	OTHER	387136	387143	39	17
person	Jane	387196	387202	39	17
person	Mr. Bennet	387196	387202	39	17
person	Kitty	387196	387202	39	17
person	Lady Lucas	387196	387202	39	17
person	Sir William Lucas	387196	387202	39	17
person	Elizabeth	387196	387202	39	17
person	Lucas	387196	387202	39	17
Mary	Mary	387990	387994	39	22
me	Mary	388033	388035	39	22
sister	Lydia	388045	388051	39	22
I	Mary	388158	388159	39	22
they	NON-CHARACTER	388168	388172	39	22
me	Mary	388198	388200	39	22
I	Mary	388202	388203	39	22
Lydia	Lydia	388258	388263	39	22
She	Lydia	388282	388285	39	22
Mary	Mary	388364	388368	39	22
Lydia	Lydia	388395	388400	39	22
girls	Elizabeth	388433	388438	39	22
girls	Jane	388433	388438	39	22
girls	Mary	388433	388438	39	22
everybody	officers	388474	388483	39	22
everybody	Mrs. Phillips	388474	388483	39	22
Elizabeth	Elizabeth	388497	388506	39	22
Miss Bennets	Jane	388567	388579	39	22
Miss Bennets	Elizabeth	388567	388579	39	22
they	Jane	388619	388623	39	22
they	Elizabeth	388619	388623	39	22
officers	officers	388647	388655	39	22
She	Elizabeth	388706	388709	39	22
"Mr.
Wickham"	Mr. Wickham	388725	388736	39	22
her	Elizabeth	388809	388812	39	22
regiment	officers	388820	388828	39	22
they	officers	388896	388900	39	22
she	Elizabeth	388928	388931	39	22
her	Elizabeth	388976	388979	39	22
She	Elizabeth	388997	389000	39	22
she	Elizabeth	389040	389043	39	22
Lydia	Lydia	389085	389090	39	22
them	Elizabeth	389101	389105	39	22
them	Jane	389101	389105	39	22
parents	Mrs. Bennet	389167	389174	39	22
parents	Mr. Bennet	389167	389174	39	22
Elizabeth	Elizabeth	389176	389185	39	22
father	Mr. Bennet	389208	389214	39	22
mother	Mrs. Bennet	389330	389336	39	22
everybody	OTHER	388474	388483	39	22
everybody	Mr. Wickham	388474	388483	39	22
they	Mr. Wickham	388896	388900	39	22
regiment	Mr. Wickham	388820	388828	39	22
Elizabeth	Elizabeth	389413	389422	40	0
Jane	Jane	389448	389452	40	0
sister	Jane	389572	389578	40	0
her	Jane	389608	389611	40	0
she	Elizabeth	389629	389632	40	0
her	Jane	389644	389647	40	0
Mr. Darcy	Mr. Darcy	389696	389705	40	0
herself	Elizabeth	389710	389717	40	0
Miss Bennet	Jane	389720	389731	40	0
Elizabeth	Elizabeth	389828	389837	40	0
She	Jane	389917	389920	40	0
Mr. Darcy	Mr. Darcy	389936	389945	40	0
she	Jane	390050	390053	40	0
sister	Elizabeth	390092	390098	40	0
him	Mr. Darcy	390125	390128	40	0
she	Jane	390181	390184	40	0
Elizabeth	Elizabeth	390308	390317	40	0
I	Elizabeth	390320	390321	40	0
him	Mr. Darcy	390344	390347	40	0
he	Mr. Darcy	390353	390355	40	0
me	Elizabeth	390427	390429	40	0
You	Jane	390431	390434	40	0
me	Elizabeth	390448	390450	40	0
him	Mr. Darcy	390474	390477	40	0
you	Elizabeth	390488	390491	40	0
you	Jane	390508	390511	40	0
me	Elizabeth	390518	390520	40	0
Wickham	Mr. Wickham	390552	390559	40	0
I	Jane	390568	390569	40	0
you	Elizabeth	390587	390590	40	0
you	Elizabeth	390617	390620	40	0
you	Jane	390633	390636	40	0
I	Elizabeth	390656	390657	40	0
you	Jane	390663	390666	40	0
She	Elizabeth	390702	390705	40	0
George Wickham	Mr. Wickham	390793	390807	40	0
Jane	Jane	390841	390845	40	0
who	Jane	390847	390850	40	0
individual	Mr. Wickham	391004	391014	40	0
Darcy	Mr. Darcy	391024	391029	40	0
her	Jane	391099	391102	40	0
she	Jane	391142	391145	40	0
one	Mr. Wickham	391210	391213	40	0
other	Mr. Darcy	391236	391241	40	0
Elizabeth	Elizabeth	391269	391278	40	9
you	Jane	391281	391284	40	9
both	Mr. Darcy	391312	391316	40	9
both	Mr. Wickham	391312	391316	40	9
them	Mr. Wickham	391320	391324	40	9
them	Mr. Darcy	391320	391324	40	9
you	Jane	391366	391369	40	9
one	NON-CHARACTER	391398	391401	40	9
them	Mr. Darcy	391449	391453	40	9
them	Mr. Wickham	391449	391453	40	9
man	NON-CHARACTER	391492	391495	40	9
I	Elizabeth	391562	391563	40	9
Darcy	Mr. Darcy	391594	391599	40	9
you	Jane	391607	391610	40	9
you	Jane	391623	391626	40	9
Jane	Jane	391702	391706	40	9
I	Jane	391710	391711	40	9
I	Jane	391729	391730	40	9
she	Jane	391761	391764	40	9
Wickham	Mr. Wickham	391767	391774	40	9
Mr. Darcy	Mr. Darcy	391823	391832	40	9
Lizzy	Elizabeth	391839	391844	40	9
he	Mr. Darcy	391865	391867	40	9
sister	Miss Darcy	392001	392007	40	9
I	Jane	392039	392040	40	9
you	Elizabeth	392049	392052	40	9
you	Jane	392134	392137	40	9
I	Elizabeth	392155	392156	40	9
you	Jane	392162	392165	40	9
him	Mr. Darcy	392174	392177	40	9
I	Elizabeth	392203	392204	40	9
me	Elizabeth	392284	392286	40	9
you	Jane	392302	392305	40	9
him	Mr. Darcy	392318	392321	40	9
Wickham	Mr. Wickham	392383	392390	40	9
those	Mr. Darcy	392567	392572	40	9
those	Mr. Wickham	392567	392572	40	9
men	Mr. Darcy	392583	392586	40	9
men	Mr. Wickham	392583	392586	40	9
One	Mr. Darcy	392588	392591	40	9
other	Mr. Wickham	392626	392631	40	9
I	Jane	392661	392662	40	15
Mr. Darcy	Mr. Darcy	392677	392686	40	15
you	Elizabeth	392727	392730	40	15
I	Elizabeth	392754	392755	40	15
him	Mr. Darcy	392820	392823	40	15
one	NON-CHARACTER	392866	392869	40	15
One	NON-CHARACTER	392937	392940	40	15
one	NON-CHARACTER	393002	393005	40	15
man	NON-CHARACTER	393037	393040	40	15
Lizzy	Elizabeth	393095	393100	40	15
you	Elizabeth	393107	393110	40	15
I	Jane	393135	393136	40	15
you	Elizabeth	393145	393148	40	15
you	Elizabeth	393179	393182	40	15
I	Elizabeth	393202	393203	40	15
I	Elizabeth	393215	393216	40	15
I	Elizabeth	393243	393244	40	15
I	Elizabeth	393301	393302	40	15
Jane	Jane	393312	393316	40	15
me	Elizabeth	393328	393330	40	15
I	Elizabeth	393344	393345	40	15
I	Elizabeth	393400	393401	40	15
I	Elizabeth	393407	393408	40	15
I	Elizabeth	393422	393423	40	15
you	Jane	393431	393434	40	15
you	Elizabeth	393460	393463	40	15
Wickham	Mr. Wickham	393525	393532	40	15
Mr. Darcy	Mr. Darcy	393536	393545	40	15
I	Elizabeth	393698	393699	40	15
I	Elizabeth	393750	393751	40	15
I	Elizabeth	393770	393771	40	15
I	Elizabeth	393796	393797	40	15
acquaintances	OTHER	393831	393844	40	15
Wickham	Mr. Wickham	393867	393874	40	15
Miss Bennet	Jane	393890	393901	40	15
him	Mr. Wickham	393983	393986	40	15
acquaintances	???	393831	393844	40	15
Mr. Darcy	Mr. Darcy	394062	394071	40	22
me	Elizabeth	394091	394093	40	22
sister	Miss Darcy	394178	394184	40	22
myself	Elizabeth	394229	394235	40	22
I	Elizabeth	394244	394245	40	22
people	NON-CHARACTER	394269	394275	40	22
who	NON-CHARACTER	394307	394310	40	22
me	Elizabeth	394324	394326	40	22
Mr. Darcy	Mr. Darcy	394358	394367	40	22
people	NON-CHARACTER	394427	394433	40	22
him	Mr. Darcy	394465	394468	40	22
I	Elizabeth	394490	394491	40	22
Wickham	Mr. Wickham	394512	394519	40	22
he	Mr. Wickham	394593	394595	40	22
we	Elizabeth	394658	394660	40	22
we	Jane	394658	394660	40	22
I	Elizabeth	394727	394728	40	22
You	Elizabeth	394759	394762	40	22
him	Mr. Wickham	394822	394825	40	22
He	Mr. Wickham	394836	394838	40	22
he	Mr. Wickham	394871	394873	40	22
We	Jane	394925	394927	40	22
We	Elizabeth	394925	394927	40	22
him	Mr. Wickham	394942	394945	40	22
Elizabeth	Elizabeth	394973	394982	40	22
She	Elizabeth	395024	395027	40	22
her	Elizabeth	395083	395086	40	22
listener	Jane	395133	395141	40	22
Jane	Jane	395145	395149	40	22
she	Elizabeth	395160	395163	40	22
She	Elizabeth	395288	395291	40	22
Mr. Darcy	Mr. Darcy	395327	395336	40	22
sister	Jane	395366	395372	40	22
she	Jane	395387	395390	40	22
friend	Mr. Bingley	395414	395420	40	22
she	Elizabeth	395476	395479	40	22
parties	Mr. Bingley	395552	395559	40	22
parties	Jane	395552	395559	40	22
her	Elizabeth	395574	395577	40	22
she	Elizabeth	395645	395648	40	22
I	Elizabeth	395705	395706	40	22
Bingley	Mr. Bingley	395741	395748	40	22
himself	Mr. Bingley	395790	395797	40	22
She	Elizabeth	395877	395880	40	25
sister	Jane	395960	395966	40	25
Jane	Jane	395978	395982	40	25
She	Jane	395998	396001	40	25
Bingley	Mr. Bingley	396046	396053	40	25
herself	Jane	396081	396088	40	25
she	Jane	396272	396275	40	25
him	Mr. Bingley	396310	396313	40	25
man	NON-CHARACTER	396329	396332	40	25
friends	Elizabeth	396404	396411	40	25
friends	OTHER	396404	396411	40	25
Lizzy	Elizabeth	396550	396555	40	25
Mrs. Bennet	Mrs. Bennet	396563	396574	40	25
Jane	Jane	396634	396638	40	25
I	Mrs. Bennet	396655	396656	40	25
I	Mrs. Bennet	396710	396711	40	25
Phillips	Mrs. Phillips	396727	396735	40	25
I	Mrs. Bennet	396758	396759	40	25
Jane	Jane	396781	396785	40	25
him	Mr. Bingley	396802	396805	40	25
he	Mr. Bingley	396823	396825	40	25
man	Mr. Bingley	396854	396857	40	25
I	Mrs. Bennet	396863	396864	40	25
her	Jane	396921	396924	40	25
him	Mr. Bingley	396938	396941	40	25
I	Mrs. Bennet	397018	397019	40	25
everybody	NON-CHARACTER	397037	397046	40	25
who	NON-CHARACTER	397053	397056	40	25
I	Elizabeth	397079	397080	40	25
he	Mr. Bingley	397096	397098	40	25
he	Mr. Bingley	397165	397167	40	25
him	Mr. Bingley	397190	397193	40	25
I	Mrs. Bennet	397210	397211	40	25
he	Mr. Bingley	397229	397231	40	25
daughter	Jane	397240	397248	40	25
I	Mrs. Bennet	397271	397272	40	25
her	Jane	397277	397280	40	25
I	Mrs. Bennet	397282	397283	40	25
I	Mrs. Bennet	397336	397337	40	25
Jane	Jane	397346	397350	40	25
he	Mr. Bingley	397388	397390	40	25
he	Mr. Bingley	397414	397416	40	25
friends	Mrs. Phillips	396404	396411	40	25
friends	Mary	396404	396411	40	25
friends	Lydia	396404	396411	40	25
friends	Kitty	396404	396411	40	25
friends	???	396404	396411	40	25
Elizabeth	Elizabeth	397436	397445	40	29
she	Elizabeth	397499	397502	40	29
Lizzy	Elizabeth	397527	397532	40	29
mother	Mrs. Bennet	397549	397555	40	29
Collinses	Charlotte Lucas	397586	397595	40	29
Collinses	Mr. Collins	397586	397595	40	29
they	Charlotte Lucas	397622	397626	40	29
they	Mr. Collins	397622	397626	40	29
I	Mrs. Bennet	397640	397641	40	29
they	Charlotte Lucas	397692	397696	40	29
they	Mr. Collins	397692	397696	40	29
Charlotte	Charlotte Lucas	397703	397712	40	29
I	Mrs. Bennet	397738	397739	40	29
she	Charlotte Lucas	397753	397756	40	29
mother	Lady Lucas	397781	397787	40	29
I	Mrs. Bennet	397863	397864	40	29
they	Charlotte Lucas	397960	397964	40	29
they	Mr. Collins	397960	397964	40	29
They	Charlotte Lucas	398008	398012	40	29
They	Mr. Collins	398008	398012	40	29
them	Charlotte Lucas	398075	398079	40	29
them	Mr. Collins	398075	398079	40	29
I	Mrs. Bennet	398089	398090	40	29
they	Charlotte Lucas	398100	398104	40	29
they	Mr. Collins	398100	398104	40	29
father	Mr. Bennet	398146	398152	40	29
They	Mr. Collins	398162	398166	40	29
They	Charlotte Lucas	398162	398166	40	29
I	Mrs. Bennet	398200	398201	40	29
they	Mr. Collins	398261	398265	40	29
they	Charlotte Lucas	398261	398265	40	29
me	Elizabeth	398291	398293	40	29
they	Mr. Collins	398332	398336	40	29
they	Charlotte Lucas	398332	398336	40	29
I	Mrs. Bennet	398346	398347	40	29
they	Mr. Collins	398362	398366	40	29
they	Charlotte Lucas	398362	398366	40	29
themselves	Charlotte Lucas	398392	398402	40	29
themselves	Mr. Collins	398392	398402	40	29
they	Charlotte Lucas	398413	398417	40	29
they	Mr. Collins	398413	398417	40	29
I	Mrs. Bennet	398497	398498	40	29
me	Mrs. Bennet	398557	398559	40	29
she	Charlotte Lucas	397789	397792	40	29
ladies	???	398696	398702	41	0
ladies	OTHER	398696	398702	41	0
ladies	Lydia	398696	398702	41	0
ladies	Kitty	398696	398702	41	0
Miss Bennets	Jane	398791	398803	41	0
Miss Bennets	Elizabeth	398791	398803	41	0
they	Jane	398923	398927	41	0
they	Elizabeth	398923	398927	41	0
Kitty	Kitty	398965	398970	41	0
Lydia	Lydia	398975	398980	41	0
who	Kitty	399016	399019	41	0
who	Lydia	399016	399019	41	0
any	NON-CHARACTER	399066	399069	41	0
family	Jane	399077	399083	41	0
family	Elizabeth	399077	399083	41	0
family	Kitty	399077	399083	41	0
family	Lydia	399077	399083	41	0
family	Mary	399077	399083	41	0
family	Mrs. Bennet	399077	399083	41	0
family	Mr. Bennet	399077	399083	41	0
us	Kitty	399121	399123	41	0
us	Lydia	399121	399123	41	0
we	Lydia	399134	399136	41	0
we	Kitty	399134	399136	41	0
they	Lydia	399151	399155	41	0
they	Kitty	399151	399155	41	0
you	Elizabeth	399205	399208	41	0
Lizzy	Elizabeth	399224	399229	41	0
mother	Mrs. Bennet	399252	399258	41	0
she	Mrs. Bennet	399283	399286	41	0
she	Mrs. Bennet	399303	399306	41	0
herself	Mrs. Bennet	399311	399318	41	0
I	Mrs. Bennet	399379	399380	41	0
she	Mrs. Bennet	399396	399399	41	0
I	Mrs. Bennet	399402	399403	41	0
"Colonel
Miller"	"Colonel
Miller"	399437	399451	41	0
I	Mrs. Bennet	399474	399475	41	0
I	Mrs. Bennet	399484	399485	41	0
I	Lydia	399518	399519	41	0
I	Lydia	399528	399529	41	0
Lydia	Lydia	399554	399559	41	0
one	NON-CHARACTER	399566	399569	41	0
Mrs. Bennet	Mrs. Bennet	399606	399617	41	0
one	NON-CHARACTER	399634	399637	41	0
papa	Mr. Bennet	399668	399672	41	0
me	Mrs. Bennet	399727	399729	41	0
Phillips	Mrs. Phillips	399757	399765	41	0
me	Kitty	399786	399788	41	0
Kitty	Kitty	399818	399823	41	0
Elizabeth	Elizabeth	399909	399918	41	0
She	Elizabeth	399994	399997	41	0
Mr. Darcy	Mr. Darcy	400023	400032	41	0
she	Elizabeth	400061	400064	41	0
friend	Mr. Bingley	400134	400140	41	0
regiment	officers	398650	398658	41	0
regiment	officers	399454	399462	41	0
regiment	Mr. Wickham	398650	398658	41	0
Lydia	Lydia	400160	400165	41	10
she	Lydia	400207	400210	41	10
Mrs. Forster	Mrs. Forster	400239	400251	41	10
wife	Mrs. Forster	400257	400261	41	10
colonel	Colonel Forster	400269	400276	41	10
her	Mrs. Forster	400307	400310	41	10
friend	Mrs. Forster	400340	400346	41	10
woman	Mrs. Forster	400364	400369	41	10
her	Mrs. Forster	400458	400461	41	10
Lydia	Lydia	400466	400471	41	10
each other	Mrs. Forster	400475	400485	41	10
each other	Lydia	400475	400485	41	10
they	Mrs. Forster	400531	400535	41	10
they	Lydia	400531	400535	41	10
Lydia	Lydia	400575	400580	41	10
Mrs. Forster	Mrs. Forster	400616	400628	41	10
